stem,category,mode,source_path,sym_pct,sym_px,leaf_px,silhouette_coverage,severity,weight,grade,n_components,mean_component_area_px,max_component_area_px,largest_component_frac,mean_elongation,median_elongation,frac_elongated,frac_compact,fragmentation_index,mean_compactness,frac_streak_like,frac_blob_like,streak_count,streak_dominant,patch_count,patch_dominant,symptom_mean_dist_to_margin,frac_symptom_outer_ring,frac_symptom_inner_core,mode_severity_std,mode_severity_mean,cross_mode_stability_score,confidence_score,confidence_tier,label_confusion_suspected,flag,warning_codes,failure_codes,review_recommendation,reviewer_message,missing_mask,validated_at
1718456485410,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718456485410.jpg,1.0787,6584,610375,0.813833,1.0788,1.0,1,81,81.28,1352,0.2053,1.5873,1.3333,0.0864,0.6173,38.9667,1.3542,0.0,0.6173,0,False,50,False,0.3108,0.5204,0.276,1.8474,1.9011,0.0282,70.6,MEDIUM,,🔴,W_COVERAGE_LOW_DISEASE | W_FRAGMENTATION_HIGH | W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,SPOT_CHECK — review if batched with other medium-confidence images,"[W_COVERAGE_LOW_DISEASE] sym_pct=1.08%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_FRAGMENTATION_HIGH] fragmentation_index=38.97 (expected: < 5.0 for any class). Likely cause: extremely fragmented mask — more likely noise than genuine symptoms. Check: does the overlay show scattered tiny specks rather than coherent regions?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=1.85, mode_severity_mean=1.90, cv=97.18% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=1.85, mode_severity_mean=1.90, cv=97.18% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1716456689720,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1716456689720.jpg,0.0082,32,389625,0.5195,0.0028,1.0,1,2,16.0,20,0.625,1.2917,1.2917,0.0,1.0,1.9837,0.7215,0.0,1.0,0,False,2,True,0.2829,0.375,0.0,0.0875,0.0652,0.0,70.0,MEDIUM,,🔴,W_COVERAGE_LOW_DISEASE | W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,SPOT_CHECK — review if batched with other medium-confidence images,"[W_COVERAGE_LOW_DISEASE] sym_pct=0.01%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.09, mode_severity_mean=0.07, cv=134.20% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.09, mode_severity_mean=0.07, cv=134.20% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1718350779602,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718350779602.jpg,0.0142,51,360178,0.480237,0.0125,0.7,1,2,25.5,39,0.7647,2.8333,2.8333,0.5,0.5,1.972,1.1314,0.0,0.5,0,False,1,False,0.3663,0.0,0.2353,0.0121,0.0146,0.1759,73.4,MEDIUM,,🔴,W_COVERAGE_LOW_DISEASE | W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,SPOT_CHECK — review if batched with other medium-confidence images,"[W_COVERAGE_LOW_DISEASE] sym_pct=0.01%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.01, mode_severity_mean=0.01, cv=82.88% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.01, mode_severity_mean=0.01, cv=82.88% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1715765182224,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1715765182224.jpg,0.0887,349,393442,0.524589,0.0992,1.0,1,3,116.33,235,0.6734,1.2528,1.3,0.0,1.0,2.7556,1.6622,0.0,1.0,0,False,3,True,0.0539,0.9656,0.0344,0.1178,0.1301,0.095,71.9,MEDIUM,,🔴,W_COVERAGE_LOW_DISEASE | W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,SPOT_CHECK — review if batched with other medium-confidence images,"[W_COVERAGE_LOW_DISEASE] sym_pct=0.09%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.12, mode_severity_mean=0.13, cv=90.55% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.12, mode_severity_mean=0.13, cv=90.55% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1716018413023,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1716018413023.jpg,1.4798,5196,351119,0.468159,1.4412,0.7,1,119,43.66,589,0.1134,1.9303,1.5,0.1345,0.5042,47.9877,1.2157,0.0252,0.5042,3,False,60,False,0.3249,0.5029,0.2159,0.6264,0.8339,0.2488,81.0,HIGH,,🔴,W_COVERAGE_LOW_DISEASE | W_FRAGMENTATION_HIGH | W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,PASS — no review required,"[W_COVERAGE_LOW_DISEASE] sym_pct=1.48%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_FRAGMENTATION_HIGH] fragmentation_index=47.99 (expected: < 5.0 for any class). Likely cause: extremely fragmented mask — more likely noise than genuine symptoms. Check: does the overlay show scattered tiny specks rather than coherent regions?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.63, mode_severity_mean=0.83, cv=75.12% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.63, mode_severity_mean=0.83, cv=75.12% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1712652340563,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1712652340563.jpg,0.0,0,363317,0.484423,0.0041,0.7,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,-1.0,-1.0,-1.0,0.036,0.0241,0.0,70.0,MEDIUM,,🔴,W_COVERAGE_LOW_DISEASE | W_CROSS_MODE_VARIANCE,F_DISEASE_MASK_EMPTY | F_MODE_SEVERE_DISAGREEMENT,REGEN — mask is empty for non-zero grade; re-run factory_master.py on this image,"[W_COVERAGE_LOW_DISEASE] sym_pct=0.00%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.04, mode_severity_mean=0.02, cv=149.38% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_DISEASE_MASK_EMPTY] n_components=0, grade=1 (expected: > 0 components for disease class with grade ≥ 1). Likely cause: factory produced an empty mask for a non-zero-grade image — possible detection failure or image/mask path mismatch. Check: re-run factory_master.py on this image; confirm the raw image path and mask files match.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.04, mode_severity_mean=0.02, cv=149.38% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1719499935614,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719499935614.jpg,0.8539,4735,554526,0.739368,0.8413,1.0,1,33,143.48,1129,0.2384,2.7301,2.25,0.3333,0.3333,17.8003,1.9245,0.1515,0.3333,5,True,11,False,0.0386,0.9723,0.0277,0.3513,0.5235,0.3289,82.6,HIGH,,🔴,W_COVERAGE_LOW_DISEASE | W_FRAGMENTATION_HIGH | W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,PASS — no review required,"[W_COVERAGE_LOW_DISEASE] sym_pct=0.85%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_FRAGMENTATION_HIGH] fragmentation_index=17.80 (expected: < 5.0 for any class). Likely cause: extremely fragmented mask — more likely noise than genuine symptoms. Check: does the overlay show scattered tiny specks rather than coherent regions?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.35, mode_severity_mean=0.52, cv=67.11% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.35, mode_severity_mean=0.52, cv=67.11% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
MSV_1879,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/MSV_1879.JPEG,0.0027,63,2344503,0.745297,0.0006,1.0,1,1,63.0,63,1.0,1.2857,1.2857,0.0,1.0,0.9973,0.9903,0.0,1.0,0,False,1,True,0.0234,1.0,0.0,0.0003,0.0003,0.2577,70.0,MEDIUM,,🔴,W_COVERAGE_LOW_DISEASE | W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,SPOT_CHECK — review if batched with other medium-confidence images,"[W_COVERAGE_LOW_DISEASE] sym_pct=0.00%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.00, mode_severity_mean=0.00, cv=100.00% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.00, mode_severity_mean=0.00, cv=100.00% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1715767858547,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1715767858547.jpg,0.0,0,317182,0.422909,0.0,0.7,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,-1.0,-1.0,-1.0,0.1242,0.0717,0.0,70.0,MEDIUM,,🔴,W_COVERAGE_LOW_DISEASE | W_CROSS_MODE_VARIANCE,F_DISEASE_MASK_EMPTY | F_MODE_SEVERE_DISAGREEMENT,REGEN — mask is empty for non-zero grade; re-run factory_master.py on this image,"[W_COVERAGE_LOW_DISEASE] sym_pct=0.00%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.12, mode_severity_mean=0.07, cv=173.22% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_DISEASE_MASK_EMPTY] n_components=0, grade=1 (expected: > 0 components for disease class with grade ≥ 1). Likely cause: factory produced an empty mask for a non-zero-grade image — possible detection failure or image/mask path mismatch. Check: re-run factory_master.py on this image; confirm the raw image path and mask files match.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.12, mode_severity_mean=0.07, cv=173.22% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1719416120215,MSV,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719416120215.jpg,0.0,0,312084,0.416112,0.0,0.7,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,-1.0,-1.0,-1.0,0.0004,0.0002,0.0,70.0,MEDIUM,,🔴,W_COVERAGE_LOW_DISEASE | W_CROSS_MODE_VARIANCE,F_DISEASE_MASK_EMPTY | F_MODE_SEVERE_DISAGREEMENT,REGEN — mask is empty for non-zero grade; re-run factory_master.py on this image,"[W_COVERAGE_LOW_DISEASE] sym_pct=0.00%, grade=1 (expected: 3–5% for MSV grade 1). Likely cause: factory LAB/Gabor thresholds may be suppressing genuine early streaks. Check: are there visible pale/whitish narrow streaks in the raw image?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=0.00, mode_severity_mean=0.00, cv=200.00% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_DISEASE_MASK_EMPTY] n_components=0, grade=1 (expected: > 0 components for disease class with grade ≥ 1). Likely cause: factory produced an empty mask for a non-zero-grade image — possible detection failure or image/mask path mismatch. Check: re-run factory_master.py on this image; confirm the raw image path and mask files match.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=0.00, mode_severity_mean=0.00, cv=200.00% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
1727950996287,MLN,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MLN/1727950996287.jpg,1.5848,3398,214409,0.285879,1.6054,0.7,1,12,283.17,1562,0.4597,2.3996,1.75,0.1667,0.4167,4.6425,1.845,0.1667,0.4167,2,True,5,False,0.3713,0.3308,0.1474,6.5783,5.1783,0.0,61.0,MEDIUM,MLN→MSV_CONFUSION,🔴,W_COVERAGE_LOW_DISEASE | W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,RELABEL_CANDIDATE — possible class label error,"[W_COVERAGE_LOW_DISEASE] sym_pct=1.58%, grade=1 (expected: 5–10% for MLN grade 1). Likely cause: early MLN margin yellowing under-detected; dark_necrosis branch may not be firing. Check: are there visible yellowed/brown margin patches in the raw image?. | [W_CROSS_MODE_VARIANCE] mode_severity_std=6.58, mode_severity_mean=5.18, cv=127.04% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=6.58, mode_severity_mean=5.18, cv=127.04% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs.. | [LABEL_CONFUSION] streak_dominant=True, frac_streak_like=0.17 (expected: patch_dominant=True for MLN). Likely cause: mask shows streak-dominant morphology on an MLN-labelled image. Check: does the raw image show vein-parallel narrow streaks (MSV) rather than broad yellowing/necrosis (MLN)?.",False,2026-06-19T07:16:43Z
1726325763279,MLN,mode_b,/home/luno/Projects/yellowmaize/maize_dataset/MLN/1726325763279.jpg,27.9505,102307,366029,0.488039,27.8741,0.7,3,40,2557.68,44841,0.4383,1.9875,1.7011,0.125,0.425,1.3817,2.7663,0.075,0.425,3,False,17,False,0.5344,0.1191,0.5541,12.3272,15.8228,0.2209,72.4,MEDIUM,,🔴,W_CROSS_MODE_VARIANCE,F_MODE_SEVERE_DISAGREEMENT,SPOT_CHECK — review if batched with other medium-confidence images,"[W_CROSS_MODE_VARIANCE] mode_severity_std=12.33, mode_severity_mean=15.82, cv=77.91% (expected: cv < 10% across modes). Likely cause: factory modes produce substantially different severity estimates for this image. Check: are Gabor / LAB modes giving very different mask fills? May indicate borderline LAB values.. | [F_MODE_SEVERE_DISAGREEMENT] mode_severity_std=12.33, mode_severity_mean=15.82, cv=77.91% (expected: cv < 20% across modes). Likely cause: factory modes severely disagree on this image's severity — one or more modes may have failed. Check: re-run factory_master.py on this image with --verbose and inspect per-mode outputs..",False,2026-06-19T07:16:43Z
