filename,category,coverage,weight,status,mode_a_sev,mode_b_sev,mode_c_sev,mode_d_sev,mode_a_grade,mode_b_grade,mode_c_grade,mode_d_grade
HEALTHY_Image_1219,HEALTHY,0.7499,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719570685286,HEALTHY,0.4468,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723106135656,HEALTHY,0.3791,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712569117523,HEALTHY,0.4097,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_960,HEALTHY,0.7497,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721729425726,HEALTHY,0.3826,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711632621137,HEALTHY,0.3908,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722945201637,HEALTHY,0.3157,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718024028633,HEALTHY,0.3445,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713449661861,HEALTHY,0.4814,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713442270291,HEALTHY,0.3722,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721302295633,HEALTHY,0.6595,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711966183442,HEALTHY,0.5628,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713454312388,HEALTHY,0.4247,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718793694699,HEALTHY,0.4176,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712928841497,HEALTHY,0.4069,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725440175492,HEALTHY,0.3725,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721387433038,HEALTHY,0.4063,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719060958878,HEALTHY,0.3977,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712065930813,HEALTHY,0.3942,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717153315811,HEALTHY,0.6213,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712831284905,HEALTHY,0.3393,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712923489668,HEALTHY,0.5368,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716214036122,HEALTHY,0.6316,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1714997520960,HEALTHY,0.3425,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717496505506,HEALTHY,0.4099,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712394545631,HEALTHY,0.3026,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713001341017,HEALTHY,0.543,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719393630514,HEALTHY,0.429,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712830864285,HEALTHY,0.4254,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712918536726,HEALTHY,0.3528,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719392693558,HEALTHY,0.4853,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721479601837,HEALTHY,0.5158,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717846897287,HEALTHY,0.4583,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722932825939,HEALTHY,0.3237,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719395015627,HEALTHY,0.62,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718200124858,HEALTHY,0.4788,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723902629374,HEALTHY,0.3943,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712743320687,HEALTHY,0.4686,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722862302445,HEALTHY,0.3671,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (287),HEALTHY,0.7258,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712738336824,HEALTHY,0.3712,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712839039049,HEALTHY,0.4402,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712414143576,HEALTHY,0.3134,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712145066376,HEALTHY,0.3214,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717495147110,HEALTHY,0.4032,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712573102215,HEALTHY,0.4661,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717766441619,HEALTHY,0.5194,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1715155318150,HEALTHY,0.4633,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718175222041,HEALTHY,0.367,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718696962117,HEALTHY,0.242,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721135350928,HEALTHY,0.4258,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (396),HEALTHY,0.6595,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723018147061,HEALTHY,0.3053,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712742796070,HEALTHY,0.3882,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720000731975,HEALTHY,0.6553,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721392608089,HEALTHY,0.2802,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712740044875,HEALTHY,0.3782,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712404597192,HEALTHY,0.4268,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711618406605,HEALTHY,0.4649,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716215145308,HEALTHY,0.5458,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_1074,HEALTHY,0.0,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1720688294783,HEALTHY,0.6513,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1714997199631,HEALTHY,0.3765,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718194389358,HEALTHY,0.519,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716974032404,HEALTHY,0.4596,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1713176208845,HEALTHY,0.4654,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717407142787,HEALTHY,0.4013,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725030735605,HEALTHY,0.6345,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722854989336,HEALTHY,0.2975,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718108945463,HEALTHY,0.4985,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712571402697,HEALTHY,0.5507,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721474314776,HEALTHY,0.4413,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716292419826,HEALTHY,0.4887,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_3836,HEALTHY,1.0,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1711629585899,HEALTHY,0.6633,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719239005256,HEALTHY,0.3973,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712061936043,HEALTHY,0.5725,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722243341672,HEALTHY,0.7228,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1725018052520,HEALTHY,0.3308,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718269572410,HEALTHY,0.6278,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712995322591,HEALTHY,0.4159,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721125585376,HEALTHY,0.3997,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712566910228,HEALTHY,0.5189,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718370414623,HEALTHY,0.4854,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717068375139,HEALTHY,0.6352,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718786748313,HEALTHY,0.3191,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712833085366,HEALTHY,0.6043,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (1331),HEALTHY,0.568,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1720095395870,HEALTHY,0.3584,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718619553439,HEALTHY,0.4157,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722677306782,HEALTHY,0.4055,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2686,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717142237450,HEALTHY,0.6294,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (441),HEALTHY,0.7487,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717750353087,HEALTHY,0.55,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717578765764,HEALTHY,0.5232,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721377024263,HEALTHY,0.3152,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722418990736,HEALTHY,0.4684,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1723538498631,HEALTHY,0.5689,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721896456168,HEALTHY,0.6487,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722510453198,HEALTHY,0.0865,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1718025757261,HEALTHY,0.4627,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722510496296,HEALTHY,0.3219,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712576277156,HEALTHY,0.581,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717496969001,HEALTHY,0.3017,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719401080667,HEALTHY,0.5598,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721214542254,HEALTHY,0.5905,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716545063056,HEALTHY,0.7428,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712578847565,HEALTHY,0.2823,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2513,HEALTHY,0.0301,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1089,HEALTHY,0.6886,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718717651819,HEALTHY,0.6172,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718015586878,HEALTHY,0.5534,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718112722258,HEALTHY,0.462,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718614100393,HEALTHY,0.1996,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722609034279,HEALTHY,0.1784,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722846810636,HEALTHY,0.535,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717229583509,HEALTHY,0.7397,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722865598075,HEALTHY,0.3335,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1715773034702,HEALTHY,0.0272,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1717422727082,HEALTHY,0.6209,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721818748199,HEALTHY,0.4571,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718270202099,HEALTHY,0.7248,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712132166681,HEALTHY,0.5176,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722240962250,HEALTHY,0.2894,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717494338205,HEALTHY,0.4199,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (2276),HEALTHY,0.5549,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721308218898,HEALTHY,0.6714,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721732901355,HEALTHY,0.3786,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712997665606,HEALTHY,0.4722,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1716204022176,HEALTHY,0.5038,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1721469023475,HEALTHY,0.2965,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718282610439,HEALTHY,0.5861,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718114915029,HEALTHY,0.47,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_1328,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1717161437607,HEALTHY,0.3024,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_Image_2784,HEALTHY,0.75,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712745364007,HEALTHY,0.4629,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1718776534583,HEALTHY,0.5067,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712568417244,HEALTHY,0.4953,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722931625733,HEALTHY,0.4154,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1712919109705,HEALTHY,0.3277,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1719932426810,HEALTHY,0.2382,0.3,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722418534639,HEALTHY,0.6482,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722860818780,HEALTHY,0.3034,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (2102),HEALTHY,0.5876,1.0,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_12456 (2169),HEALTHY,0.1416,-1,processed,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
HEALTHY_1723886956409,HEALTHY,0.4214,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
HEALTHY_1722842524900,HEALTHY,0.3562,0.7,processed,0.0,0.0,0.0,0.0,0,0,0,0
