path,category,flag,width,height,mode,file_size_kb
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719923673463.jpg,HEALTHY,low_green:0.012,750,1000,RGB,82.0
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1720081142630.jpg,HEALTHY,low_green:0.045,1000,750,RGB,89.6
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721905488632.jpg,HEALTHY,low_green:0.039,750,1000,RGB,85.4
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_1116.jpg,HEALTHY,low_green:0.011,480,640,RGB,207.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_1117.jpg,HEALTHY,low_green:0.009,480,640,RGB,245.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_113.jpg,HEALTHY,low_green:0.001,640,480,RGB,228.0
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_1141.jpg,HEALTHY,low_green:0.014,480,640,RGB,231.9
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_1143.jpg,HEALTHY,low_green:0.036,640,480,RGB,211.6
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_1493.jpg,HEALTHY,low_green:0.022,640,480,RGB,226.3
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2315.jpg,HEALTHY,low_green:0.022,480,640,RGB,245.5
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2402.jpg,HEALTHY,low_green:0.001,480,640,RGB,227.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2455.jpg,HEALTHY,low_green:0.014,480,640,RGB,236.0
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2537.jpg,HEALTHY,low_green:0.003,480,640,RGB,221.7
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2541.jpg,HEALTHY,low_green:0.037,480,640,RGB,235.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2593.jpg,HEALTHY,low_green:0.013,480,640,RGB,255.3
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2594.jpg,HEALTHY,low_green:0.026,480,640,RGB,255.0
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_286.jpg,HEALTHY,low_green:0.000,640,480,RGB,198.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3039.jpg,HEALTHY,low_green:0.011,480,640,RGB,231.3
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3162.jpg,HEALTHY,low_green:0.012,640,480,RGB,239.1
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3179.jpg,HEALTHY,low_green:0.016,480,640,RGB,226.4
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3402.jpg,HEALTHY,low_green:0.018,480,640,RGB,246.7
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3845.jpg,HEALTHY,low_green:0.013,640,480,RGB,242.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3856.jpg,HEALTHY,low_green:0.003,640,480,RGB,230.3
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3868.jpg,HEALTHY,low_green:0.020,640,480,RGB,251.3
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3914.jpg,HEALTHY,low_green:0.001,640,480,RGB,234.4
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3969.jpg,HEALTHY,low_green:0.023,480,640,RGB,243.5
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3985.jpg,HEALTHY,low_green:0.010,640,480,RGB,234.5
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3990.jpg,HEALTHY,low_green:0.002,480,640,RGB,245.2
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4018.jpg,HEALTHY,low_green:0.002,640,480,RGB,245.6
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4032.jpg,HEALTHY,low_green:0.012,640,480,RGB,256.5
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4059.jpg,HEALTHY,low_green:0.002,480,640,RGB,264.1
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4056.jpg,HEALTHY,low_green:0.030,640,480,RGB,266.7
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4114.jpg,HEALTHY,low_green:0.001,480,640,RGB,247.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4212.jpg,HEALTHY,low_green:0.030,480,640,RGB,244.1
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4233.jpg,HEALTHY,low_green:0.014,480,640,RGB,258.3
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4236.jpg,HEALTHY,low_green:0.011,480,640,RGB,238.1
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4298.jpg,HEALTHY,low_green:0.043,480,640,RGB,234.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_481.jpg,HEALTHY,low_green:0.017,480,640,RGB,249.3
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_5029.jpg,HEALTHY,low_green:0.027,480,640,RGB,222.0
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_514.jpg,HEALTHY,low_green:0.012,480,640,RGB,223.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_943.jpg,HEALTHY,low_green:0.005,480,640,RGB,241.5
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_958.jpg,HEALTHY,low_green:0.039,640,480,RGB,227.8
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_963.jpg,HEALTHY,low_green:0.028,640,480,RGB,255.0
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_972.jpg,HEALTHY,low_green:0.004,640,480,RGB,244.2
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_969.jpg,HEALTHY,low_green:0.041,640,480,RGB,262.5
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_974.jpg,HEALTHY,low_green:0.013,640,480,RGB,240.3
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_994.jpg,HEALTHY,low_green:0.004,640,480,RGB,247.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718447093034.jpg,MSV,low_green:0.048,1000,750,RGB,118.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718446974077.jpg,MSV,low_green:0.033,1000,750,RGB,143.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718447127689.jpg,MSV,low_green:0.048,1000,750,RGB,118.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718447386792.jpg,MSV,low_green:0.033,1000,750,RGB,124.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718447233248.jpg,MSV,low_green:0.048,1000,750,RGB,118.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718447282028.jpg,MSV,low_green:0.033,1000,750,RGB,124.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718447935647.jpg,MSV,low_green:0.036,1000,750,RGB,131.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718451531239.jpg,MSV,low_green:0.016,750,1000,RGB,100.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718451614682.jpg,MSV,low_green:0.029,750,1000,RGB,115.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718451750318.jpg,MSV,low_green:0.037,1000,750,RGB,108.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718455094632.jpg,MSV,low_green:0.040,750,1000,RGB,187.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718458405643.jpg,MSV,low_green:0.047,1000,750,RGB,111.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718459354925.jpg,MSV,low_green:0.028,1000,750,RGB,164.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718459857049.jpg,MSV,low_green:0.032,1000,750,RGB,149.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718790830973.jpg,MSV,low_green:0.022,750,1000,RGB,151.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718791009474.jpg,MSV,low_green:0.031,750,1000,RGB,119.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718791366429.jpg,MSV,low_green:0.020,750,1000,RGB,162.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718791417446.jpg,MSV,low_green:0.022,750,1000,RGB,112.4
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718808310598.jpg,MSV,low_green:0.031,750,1000,RGB,114.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718876955417.jpg,MSV,low_green:0.042,750,1000,RGB,220.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718884553429.jpg,MSV,low_green:0.001,750,1000,RGB,131.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718961987137.jpg,MSV,low_green:0.042,1000,750,RGB,132.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718962007387.jpg,MSV,low_green:0.042,1000,750,RGB,132.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718962138586.jpg,MSV,low_green:0.034,1000,750,RGB,160.2
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718962629683.jpg,MSV,low_green:0.046,750,1000,RGB,114.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718963006024.jpg,MSV,low_green:0.030,750,1000,RGB,101.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718963339140.jpg,MSV,low_green:0.041,750,1000,RGB,139.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718963409629.jpg,MSV,low_green:0.042,750,1000,RGB,154.2
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718964034762.jpg,MSV,low_green:0.043,750,1000,RGB,193.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718964134531.jpg,MSV,low_green:0.033,750,1000,RGB,138.2
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718964240919.jpg,MSV,low_green:0.044,750,1000,RGB,149.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1718964271280.jpg,MSV,low_green:0.048,750,1000,RGB,166.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719043207588.jpg,MSV,low_green:0.010,750,1000,RGB,144.2
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719391558491.jpg,MSV,low_green:0.040,750,1000,RGB,154.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719391694336.jpg,MSV,low_green:0.040,750,1000,RGB,154.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719392353298.jpg,MSV,low_green:0.040,750,1000,RGB,154.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719392430115.jpg,MSV,low_green:0.037,750,1000,RGB,151.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719571740747.jpg,MSV,low_green:0.037,1000,750,RGB,124.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719573372551.jpg,MSV,low_green:0.045,1000,750,RGB,160.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719573420848.jpg,MSV,low_green:0.045,1000,750,RGB,160.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719573810657.jpg,MSV,low_green:0.050,750,1000,RGB,190.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719824827335.jpg,MSV,low_green:0.027,750,1000,RGB,154.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719824932315.jpg,MSV,low_green:0.035,750,1000,RGB,142.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719824727176.jpg,MSV,low_green:0.017,750,1000,RGB,141.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825116743.jpg,MSV,low_green:0.035,750,1000,RGB,142.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825196472.jpg,MSV,low_green:0.041,750,1000,RGB,151.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825251129.jpg,MSV,low_green:0.041,750,1000,RGB,151.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825373374.jpg,MSV,low_green:0.028,750,1000,RGB,144.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825432336.jpg,MSV,low_green:0.022,750,1000,RGB,153.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825408655.jpg,MSV,low_green:0.027,750,1000,RGB,156.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825491849.jpg,MSV,low_green:0.026,750,1000,RGB,142.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825535999.jpg,MSV,low_green:0.037,750,1000,RGB,162.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825592527.jpg,MSV,low_green:0.012,750,1000,RGB,113.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825658306.jpg,MSV,low_green:0.037,750,1000,RGB,162.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719825703135.jpg,MSV,low_green:0.020,750,1000,RGB,121.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719828241750.jpg,MSV,low_green:0.040,750,1000,RGB,130.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719828768082.jpg,MSV,low_green:0.033,750,1000,RGB,159.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719905248001.jpg,MSV,low_green:0.048,1000,750,RGB,103.2
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719906689056.jpg,MSV,low_green:0.046,750,1000,RGB,128.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719909241842.jpg,MSV,low_green:0.011,1000,750,RGB,134.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719909201202.jpg,MSV,low_green:0.011,1000,750,RGB,134.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719910403738.jpg,MSV,low_green:0.042,750,1000,RGB,131.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719910439187.jpg,MSV,low_green:0.042,750,1000,RGB,131.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719911236177.jpg,MSV,low_green:0.044,1000,750,RGB,145.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719911898706.jpg,MSV,low_green:0.023,750,1000,RGB,124.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719912196432.jpg,MSV,low_green:0.030,1000,750,RGB,109.4
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719912278662.jpg,MSV,low_green:0.050,1000,750,RGB,146.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719912318855.jpg,MSV,low_green:0.050,1000,750,RGB,146.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719912669448.jpg,MSV,low_green:0.021,1000,750,RGB,124.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719912837596.jpg,MSV,low_green:0.021,1000,750,RGB,124.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719912739103.jpg,MSV,low_green:0.021,1000,750,RGB,124.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719912871920.jpg,MSV,low_green:0.021,1000,750,RGB,124.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719913668260.jpg,MSV,low_green:0.021,750,1000,RGB,93.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719913706041.jpg,MSV,low_green:0.028,750,1000,RGB,97.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719913728552.jpg,MSV,low_green:0.046,1000,750,RGB,127.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719913820143.jpg,MSV,low_green:0.014,750,1000,RGB,106.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719914974125.jpg,MSV,low_green:0.042,750,1000,RGB,140.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719915015203.jpg,MSV,low_green:0.044,750,1000,RGB,125.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719915056880.jpg,MSV,low_green:0.038,750,1000,RGB,136.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719915035338.jpg,MSV,low_green:0.032,750,1000,RGB,150.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719915120983.jpg,MSV,low_green:0.032,750,1000,RGB,150.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719915168858.jpg,MSV,low_green:0.040,750,1000,RGB,133.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719915140252.jpg,MSV,low_green:0.038,750,1000,RGB,136.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719915192067.jpg,MSV,low_green:0.028,750,1000,RGB,117.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719915221624.jpg,MSV,low_green:0.034,750,1000,RGB,116.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719922477145.jpg,MSV,low_green:0.005,750,1000,RGB,109.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719922966714.jpg,MSV,low_green:0.027,750,1000,RGB,94.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719923034363.jpg,MSV,low_green:0.048,750,1000,RGB,134.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719924489316.jpg,MSV,low_green:0.031,750,1000,RGB,145.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719925286932.jpg,MSV,low_green:0.008,750,1000,RGB,106.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719925325263.jpg,MSV,low_green:0.012,750,1000,RGB,139.4
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719926560036.jpg,MSV,low_green:0.036,750,1000,RGB,114.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719996442001.jpg,MSV,low_green:0.050,1000,750,RGB,203.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1719999194871.jpg,MSV,low_green:0.049,1000,750,RGB,224.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720001650830.jpg,MSV,low_green:0.035,750,1000,RGB,122.2
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720001758783.jpg,MSV,low_green:0.039,750,1000,RGB,127.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720001680054.jpg,MSV,low_green:0.020,750,1000,RGB,137.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720001805959.jpg,MSV,low_green:0.025,750,1000,RGB,132.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720001851508.jpg,MSV,low_green:0.014,750,1000,RGB,155.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720088940063.jpg,MSV,low_green:0.016,1000,750,RGB,127.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720090115934.jpg,MSV,low_green:0.037,1000,750,RGB,129.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720090163959.jpg,MSV,low_green:0.037,1000,750,RGB,129.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720095458541.jpg,MSV,low_green:0.032,1000,750,RGB,91.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720095617154.jpg,MSV,low_green:0.024,750,1000,RGB,129.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720097912124.jpg,MSV,low_green:0.027,750,1000,RGB,123.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720098175029.jpg,MSV,low_green:0.049,750,1000,RGB,115.9
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720423848499.jpg,MSV,low_green:0.022,1000,750,RGB,102.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720423980965.jpg,MSV,low_green:0.016,1000,750,RGB,158.0
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720428441916.jpg,MSV,low_green:0.033,750,1000,RGB,159.8
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720432257687.jpg,MSV,low_green:0.028,750,1000,RGB,117.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720432319507.jpg,MSV,low_green:0.034,750,1000,RGB,116.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720435964750.jpg,MSV,low_green:0.020,750,1000,RGB,137.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720436002788.jpg,MSV,low_green:0.020,750,1000,RGB,137.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720436081522.jpg,MSV,low_green:0.014,750,1000,RGB,155.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720436041187.jpg,MSV,low_green:0.025,750,1000,RGB,132.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720526247777.jpg,MSV,low_green:0.038,1000,750,RGB,126.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720528387461.jpg,MSV,low_green:0.038,1000,750,RGB,126.1
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720685146438.jpg,MSV,low_green:0.042,750,1000,RGB,133.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720707171225.jpg,MSV,low_green:0.036,750,1000,RGB,101.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720781075561.jpg,MSV,low_green:0.045,1000,750,RGB,106.5
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720783702208.jpg,MSV,low_green:0.024,750,1000,RGB,137.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720791587961.jpg,MSV,low_green:0.047,1000,750,RGB,112.3
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1720792266574.jpg,MSV,low_green:0.037,750,1000,RGB,84.6
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1721736127913.jpg,MSV,low_green:0.045,1000,750,RGB,133.7
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1721736189016.jpg,MSV,low_green:0.049,1000,750,RGB,122.4
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1721735898077.jpg,MSV,low_green:0.049,1000,750,RGB,122.4
/home/luno/Projects/yellowmaize/maize_dataset/MSV/1723541832036.jpg,MSV,low_green:0.033,750,1000,RGB,159.8
