filename,category,status,reason,prompt_strategy,prompt_mode,yolo_box,coverage,mean_conf
HEALTHY_1711620370301.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"102,0,730,1000",0.5997,0.9842
HEALTHY_1711620787904.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"93,150,723,999",0.459,0.985
HEALTHY_1711621484816.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"102,245,467,1000",0.2964,0.9913
HEALTHY_1711622554835.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"31,34,997,604",0.5356,0.9626
HEALTHY_1711622566353.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,148,747,999",0.6742,0.9905
HEALTHY_1711622657111.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,5,626,1000",0.8097,0.9676
HEALTHY_1711623419600.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,5,999,680",0.8337,0.968
HEALTHY_1711624177154.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"126,69,750,998",0.5895,0.9915
HEALTHY_1711624804464.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,103,1000,696",0.6493,0.9662
HEALTHY_1711625083792.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"4,204,1000,662",0.4868,0.9935
HEALTHY_1711625088021.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"191,40,643,991",0.4512,0.9918
HEALTHY_1711625198885.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"61,0,680,996",0.6173,0.9801
HEALTHY_1711625335590.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"257,0,626,996",0.4193,0.9876
HEALTHY_1711625487560.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"124,0,749,1000",0.7006,0.989
HEALTHY_1711625587253.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"257,2,742,998",0.5297,0.9915
HEALTHY_1711626158056.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"37,3,742,1000",0.8033,0.9766
HEALTHY_1711626990539.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"68,2,490,1000",0.4286,0.9908
HEALTHY_1711627056484.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,334,1000,671",0.3109,0.9714
HEALTHY_1711627270517.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"184,9,521,1000",0.285,0.9889
HEALTHY_1711627749503.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,0,672,1000",0.7197,0.9839
HEALTHY_1711627901646.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"185,175,514,1000",0.281,0.9919
HEALTHY_1711627929859.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"108,2,683,998",0.6957,0.9837
HEALTHY_1711628034942.jpg,HEALTHY,passed,ok,combined_centroid,hsv_fallback,n/a,0.777,0.9686
HEALTHY_1711628434244.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"74,75,626,1000",0.4386,0.9712
HEALTHY_1711630256596.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,162,999,696",0.5397,0.972
HEALTHY_1711630923518.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"127,4,539,1000",0.4182,0.9679
HEALTHY_1711630961642.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"169,73,693,998",0.446,0.9914
HEALTHY_1711631029268.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"132,1,621,1000",0.5639,0.9919
HEALTHY_1711631224647.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"85,19,566,1000",0.364,0.9334
HEALTHY_1711631305159.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"4,174,1000,613",0.4565,0.9851
HEALTHY_1711631499204.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,293,1000,665",0.3016,0.9651
HEALTHY_1711631506471.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"117,0,720,1000",0.7203,0.9852
HEALTHY_1711631623274.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"453,552,750,873",0.0826,0.9866
HEALTHY_1711632720394.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,19,1000,640",0.6133,0.9841
HEALTHY_1711633259715.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"238,2,690,994",0.4835,0.9733
HEALTHY_1711960822015.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,141,1000,750",0.6224,0.9787
HEALTHY_1711960891044.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"218,111,648,996",0.3961,0.9894
HEALTHY_1711960929084.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"68,6,622,999",0.5379,0.9804
HEALTHY_1711960967603.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"95,0,709,1000",0.7581,0.9749
HEALTHY_1711961532713.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,16,1000,646",0.7985,0.9528
HEALTHY_1711961682986.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"41,76,483,999",0.4184,0.9896
HEALTHY_1711961878909.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"48,2,533,998",0.5443,0.9811
HEALTHY_1711962288790.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"114,0,695,1000",0.6233,0.9711
HEALTHY_1711962310658.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"83,0,623,999",0.4971,0.9933
HEALTHY_1711962357080.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"101,0,555,1000",0.5547,0.9717
HEALTHY_1711962943419.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,510,1000",0.6065,0.987
HEALTHY_1711962959310.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"178,0,526,1000",0.3761,0.9953
HEALTHY_1711965790358.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"49,3,563,1000",0.5956,0.9857
HEALTHY_1711966183442.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"217,3,731,999",0.5584,0.9892
HEALTHY_1711966382902.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,52,1000,744",0.8114,0.9684
HEALTHY_1711966884045.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"11,201,983,641",0.4532,0.9703
HEALTHY_1711966982874.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"36,1,934,746",0.7153,0.9718
HEALTHY_1711967797282.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"4,214,1000,527",0.3327,0.9913
HEALTHY_1711968015525.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"9,0,705,1000",0.7632,0.9548
HEALTHY_1711968978291.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"43,0,613,1000",0.6048,0.9907
HEALTHY_1711968990864.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,72,999,655",0.6917,0.9173
HEALTHY_1711969606697.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"14,1,967,748",0.854,0.9723
HEALTHY_1711969692592.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,249,998,662",0.3955,0.9724
HEALTHY_1711969876367.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"7,1,989,748",0.9005,0.8541
HEALTHY_1711969999097.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,671,1000",0.7248,0.9915
HEALTHY_1711970963582.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,374,438,998",0.2689,0.9671
HEALTHY_1711970996805.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"89,5,743,1000",0.8151,0.9797
HEALTHY_1711971048591.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,176,667,999",0.688,0.9028
HEALTHY_1711971793693.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"101,171,622,999",0.4402,0.9722
HEALTHY_1711972380146.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,161,1000,545",0.4509,0.9814
HEALTHY_1711972469201.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,0,639,1000",0.8048,0.9784
HEALTHY_1711972763497.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,703,1000",0.7797,0.9871
HEALTHY_1711974190352.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,149,1000,718",0.6541,0.9832
HEALTHY_1711974488284.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"86,54,485,1000",0.4095,0.9854
HEALTHY_1711977653106.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"51,12,611,997",0.5156,0.9839
HEALTHY_1711978330463.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"52,0,603,999",0.5321,0.9872
HEALTHY_1711978601948.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"5,184,999,651",0.5096,0.9907
HEALTHY_1711978736382.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"120,0,583,999",0.5449,0.9821
HEALTHY_1711979284304.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"69,0,567,1000",0.5269,0.9833
HEALTHY_1711979440897.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,54,1000,734",0.6116,0.9886
HEALTHY_1711979556596.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"119,12,497,996",0.4294,0.9905
HEALTHY_1711979571626.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"148,11,603,997",0.5188,0.9871
HEALTHY_1711981578617.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"112,0,564,1000",0.5288,0.9829
HEALTHY_1711981820719.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"5,3,652,1000",0.6754,0.9492
HEALTHY_1712043057422.jpg,HEALTHY,passed,ok,combined_centroid,hsv_fallback,n/a,0.7423,0.8924
HEALTHY_1712043469429.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"59,0,668,1000",0.7528,0.9742
HEALTHY_1712046011408.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"87,7,572,990",0.2678,0.9756
HEALTHY_1712046168567.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"5,230,1000,644",0.4856,0.9689
HEALTHY_1712046392382.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,231,1000,693",0.4622,0.9793
HEALTHY_1712046807558.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"139,2,683,999",0.5769,0.9915
HEALTHY_1712047341060.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"145,4,593,998",0.5038,0.9886
HEALTHY_1712047367181.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"179,0,603,999",0.4984,0.9889
HEALTHY_1712047607155.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"131,0,548,1000",0.5056,0.9901
HEALTHY_1712047627099.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"7,4,677,1000",0.7206,0.9683
HEALTHY_1712048631762.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"21,0,615,1000",0.5992,0.9892
HEALTHY_1712048951580.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"69,73,570,997",0.4399,0.994
HEALTHY_1712050301797.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,77,999,608",0.5432,0.9769
HEALTHY_1712051272985.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"150,0,658,1000",0.596,0.9869
HEALTHY_1712051713667.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"53,3,607,1000",0.5265,0.9912
HEALTHY_1712052736013.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"37,0,722,1000",0.6778,0.9873
HEALTHY_1712053003002.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"140,3,584,1000",0.5639,0.9872
HEALTHY_1712053385474.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"95,200,690,997",0.5384,0.9876
HEALTHY_1712053942399.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"36,1,727,1000",0.7466,0.9875
HEALTHY_1712053988381.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"73,0,748,999",0.7992,0.9762
HEALTHY_1712055026270.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"182,0,547,996",0.4194,0.9905
HEALTHY_1712055221160.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"8,165,576,998",0.4421,0.9818
HEALTHY_1712055491151.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,61,489,999",0.3487,0.9911
HEALTHY_1712055708311.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"6,2,459,997",0.4657,0.9888
HEALTHY_1712055786559.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"5,0,658,1000",0.7726,0.9688
HEALTHY_1712057807388.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"29,0,670,1000",0.6194,0.9854
HEALTHY_1712058067329.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"92,0,651,1000",0.6911,0.9822
HEALTHY_1712058091681.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"72,0,696,1000",0.7164,0.9829
HEALTHY_1712058128212.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,101,1000,722",0.6837,0.9867
HEALTHY_1712058315413.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"193,1,588,998",0.4048,0.9929
HEALTHY_1712058518139.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"4,181,1000,584",0.4852,0.9824
HEALTHY_1712058562169.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"191,0,625,1000",0.4545,0.9944
HEALTHY_1712058805412.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"211,0,575,1000",0.4235,0.9866
HEALTHY_1712058945981.jpg,HEALTHY,passed,ok,combined_centroid,hsv_fallback,n/a,0.4778,0.8157
HEALTHY_1712058969887.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,4,582,1000",0.6698,0.9847
HEALTHY_1712059084586.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"33,28,426,1000",0.3965,0.9936
HEALTHY_1712059844345.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,199,1000,721",0.3331,0.828
HEALTHY_1712061066235.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"181,0,587,1000",0.5043,0.9891
HEALTHY_1712061112557.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"201,2,590,1000",0.4664,0.989
HEALTHY_1712061342978.jpg,HEALTHY,passed,ok,green_centroid,hsv_fallback,n/a,0.9242,0.9395
HEALTHY_1712061919486.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,106,999,624",0.6235,0.9543
HEALTHY_1712062249108.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"132,3,611,1000",0.5387,0.9869
HEALTHY_1712062427047.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"219,2,615,998",0.4547,0.9754
HEALTHY_1712062571461.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,703,1000",0.8559,0.9787
HEALTHY_1712062895817.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"88,0,552,1000",0.5535,0.9712
HEALTHY_1712063140430.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"158,0,557,1000",0.4314,0.9912
HEALTHY_1712063287459.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"160,2,589,998",0.5027,0.9878
HEALTHY_1712063731263.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"99,10,558,998",0.4424,0.9898
HEALTHY_1712063964141.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"163,0,742,1000",0.667,0.9795
HEALTHY_1712064228408.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"152,7,557,998",0.4201,0.9924
HEALTHY_1712064941719.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"56,2,604,1000",0.6155,0.9903
HEALTHY_1712065564901.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"181,0,547,1000",0.3453,0.9884
HEALTHY_1712065876182.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"103,2,532,993",0.4319,0.9928
HEALTHY_1712066107063.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"156,1,600,997",0.4821,0.9658
HEALTHY_1712066155487.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"154,2,713,1000",0.6157,0.9887
HEALTHY_1712066396883.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,0,671,1000",0.7763,0.9855
HEALTHY_1712066575086.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"101,0,606,997",0.5302,0.9912
HEALTHY_1712066581466.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,648,1000",0.7597,0.9754
HEALTHY_1712067025676.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"35,0,725,1000",0.7448,0.9853
HEALTHY_1712067241655.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,139,998,615",0.4882,0.986
HEALTHY_1712067353967.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"172,2,666,999",0.6176,0.9733
HEALTHY_1712067416841.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"133,20,622,997",0.5698,0.9488
HEALTHY_1712067468620.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,130,1000,567",0.4433,0.9916
HEALTHY_1712067851558.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"62,0,457,999",0.3721,0.9915
HEALTHY_1712067965845.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"220,3,522,992",0.2883,0.9896
HEALTHY_1712067992218.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,567,1000",0.5661,0.9901
HEALTHY_1712068212607.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,997,735",0.5522,0.9859
HEALTHY_1712068777865.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,1,549,998",0.5421,0.9918
HEALTHY_1712129195715.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"5,9,1000,695",0.4422,0.9923
HEALTHY_1712129263489.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"183,2,608,1000",0.402,0.9942
HEALTHY_1712130392089.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"69,0,515,999",0.5321,0.987
HEALTHY_1712132166681.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"53,2,542,999",0.5144,0.9891
HEALTHY_1712132220466.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,482,1000",0.5985,0.9871
HEALTHY_1712132474101.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"192,4,660,996",0.4362,0.9926
HEALTHY_1712132945674.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"208,0,627,1000",0.4124,0.9946
HEALTHY_1712134464932.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,77,1000,594",0.4779,0.9857
HEALTHY_1712134641856.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"211,0,573,996",0.4139,0.9935
HEALTHY_1712135477199.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,149,1000,626",0.5453,0.9814
HEALTHY_1712136676051.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"81,1,514,1000",0.4187,0.9936
HEALTHY_1712136879705.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"131,2,744,1000",0.6724,0.9747
HEALTHY_1712137336712.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"114,18,495,1000",0.3625,0.9863
HEALTHY_1712137699961.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"137,16,521,1000",0.4098,0.9837
HEALTHY_1712137814474.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"200,0,571,999",0.4191,0.9848
HEALTHY_1712137905445.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"55,0,726,1000",0.7508,0.9785
HEALTHY_1712138260975.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,89,999,743",0.6594,0.967
HEALTHY_1712138319422.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,64,1000,633",0.4983,0.9855
HEALTHY_1712138844730.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"69,4,584,999",0.6244,0.9838
HEALTHY_1712139066532.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"146,3,581,999",0.5026,0.9808
HEALTHY_1712139571401.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"122,18,648,998",0.4421,0.9878
HEALTHY_1712139883393.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"25,0,744,1000",0.8814,0.9732
HEALTHY_1712140147816.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,131,1000,605",0.4853,0.991
HEALTHY_1712140645529.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"99,0,733,997",0.6048,0.9826
HEALTHY_1712141040018.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"57,0,583,1000",0.6408,0.9758
HEALTHY_1712141161990.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"89,0,684,1000",0.6884,0.9899
HEALTHY_1712142325280.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"22,0,584,996",0.6401,0.9927
HEALTHY_1712142628015.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"163,14,557,1000",0.3696,0.9869
HEALTHY_1712144690347.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"14,0,608,1000",0.7332,0.9813
HEALTHY_1712145106571.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"114,0,522,995",0.4506,0.9912
HEALTHY_1712145222608.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"184,4,749,1000",0.6898,0.9875
HEALTHY_1712145367351.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"171,2,667,999",0.5824,0.9776
HEALTHY_1712145421033.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"59,2,596,1000",0.4329,0.9907
HEALTHY_1712145455285.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"152,2,612,999",0.5685,0.9843
HEALTHY_1712145476300.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,353,999,747",0.4287,0.9675
HEALTHY_1712146019790.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,0,733,999",0.6088,0.9823
HEALTHY_1712146048828.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"311,0,659,1000",0.3703,0.9915
HEALTHY_1712146142157.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,14,1000,623",0.525,0.992
HEALTHY_1712147100181.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"145,0,492,1000",0.4052,0.9928
HEALTHY_1712147149234.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"1,310,1000,749",0.429,0.9818
HEALTHY_1712147278943.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"35,3,570,1000",0.6148,0.9868
HEALTHY_1712147682643.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"66,111,741,999",0.4263,0.9877
HEALTHY_1712148059857.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"2,139,1000,487",0.3236,0.9688
HEALTHY_1712148140271.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"75,0,579,1000",0.5921,0.9875
HEALTHY_1712148364736.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"15,1,482,998",0.5195,0.9909
HEALTHY_1712148621193.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"3,259,1000,680",0.3964,0.9737
HEALTHY_1712148654779.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,0,670,1000",0.8351,0.9694
HEALTHY_1712149132483.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"79,3,570,1000",0.4933,0.9929
HEALTHY_1712149311468.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"0,134,1000,629",0.6046,0.986
HEALTHY_1712150482220.jpg,HEALTHY,passed,ok,yolo_combined_centroid,yolo,"189,0,627,1000",0.4716,0.9902
