dest_filename,source_path,category,split,tier
HEALTHY_1717763710661.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717763710661.jpg,HEALTHY,val,1
HEALTHY_1712656192865.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712656192865.jpg,HEALTHY,train,1
HEALTHY_1712233270954.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712233270954.jpg,HEALTHY,val,1
HEALTHY_1718610052289.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718610052289.jpg,HEALTHY,val,1
HEALTHY_1721040987033.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721040987033.jpg,HEALTHY,train,1
HEALTHY_1712745530445.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712745530445.jpg,HEALTHY,train,1
HEALTHY_1718699203427.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718699203427.jpg,HEALTHY,train,1
HEALTHY_1712919877489.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712919877489.jpg,HEALTHY,train,1
HEALTHY_1722686871498.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722686871498.jpg,HEALTHY,train,1
HEALTHY_1720095577216.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1720095577216.jpg,HEALTHY,train,1
HEALTHY_HEALTHY_12456 (1481).JPEG,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (1481).JPEG,HEALTHY,train,1
HEALTHY_1722422826090.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722422826090.jpg,HEALTHY,train,1
HEALTHY_1717069846352.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717069846352.jpg,HEALTHY,train,1
HEALTHY_1722503534883.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722503534883.jpg,HEALTHY,train,1
HEALTHY_1722326437540.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722326437540.jpg,HEALTHY,train,1
HEALTHY_1718105837805.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718105837805.jpg,HEALTHY,val,1
HEALTHY_1719657451419.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719657451419.jpg,HEALTHY,train,1
HEALTHY_1712661065466.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712661065466.jpg,HEALTHY,train,1
HEALTHY_1717413617869.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717413617869.jpg,HEALTHY,train,1
HEALTHY_1719057262100.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719057262100.jpg,HEALTHY,train,1
HEALTHY_1717073766828.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717073766828.jpg,HEALTHY,train,1
HEALTHY_HEALTHY_12456 (275).JPEG,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (275).JPEG,HEALTHY,train,1
HEALTHY_1722683126594.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722683126594.jpg,HEALTHY,train,1
HEALTHY_1719834661319.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719834661319.jpg,HEALTHY,val,1
HEALTHY_1718282108383.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718282108383.jpg,HEALTHY,train,1
HEALTHY_1721476698992.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721476698992.jpg,HEALTHY,val,1
HEALTHY_1712409273419.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712409273419.jpg,HEALTHY,val,1
HEALTHY_1718613942448.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718613942448.jpg,HEALTHY,train,1
HEALTHY_1712067851558.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712067851558.jpg,HEALTHY,train,1
HEALTHY_1721375636549.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721375636549.jpg,HEALTHY,train,1
HEALTHY_1723101927848.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1723101927848.jpg,HEALTHY,val,1
HEALTHY_1719823814294.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719823814294.jpg,HEALTHY,train,1
HEALTHY_1712582783566.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712582783566.jpg,HEALTHY,train,1
HEALTHY_1718111670995.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718111670995.jpg,HEALTHY,train,1
HEALTHY_1721311127406.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721311127406.jpg,HEALTHY,val,1
HEALTHY_1718181971392.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718181971392.jpg,HEALTHY,train,1
HEALTHY_Image_755.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_755.jpg,HEALTHY,train,1
HEALTHY_1723011105511.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1723011105511.jpg,HEALTHY,train,1
HEALTHY_HEALTHY_12456 (2249).JPEG,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (2249).JPEG,HEALTHY,val,1
HEALTHY_1716290341073.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1716290341073.jpg,HEALTHY,train,1
HEALTHY_1719583708401.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719583708401.jpg,HEALTHY,train,1
HEALTHY_1716035907719.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1716035907719.jpg,HEALTHY,train,1
HEALTHY_1719215254134.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719215254134.jpg,HEALTHY,train,1
HEALTHY_1719572665051.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719572665051.jpg,HEALTHY,train,1
HEALTHY_1725004323867.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1725004323867.jpg,HEALTHY,train,1
HEALTHY_1723030952261.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1723030952261.jpg,HEALTHY,train,1
HEALTHY_1722408957493.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722408957493.jpg,HEALTHY,train,1
HEALTHY_1718280919670.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718280919670.jpg,HEALTHY,train,1
HEALTHY_1716016854024.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1716016854024.jpg,HEALTHY,val,1
HEALTHY_Image_4952.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_4952.jpg,HEALTHY,val,1
HEALTHY_1712832598038.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712832598038.jpg,HEALTHY,train,1
HEALTHY_1712389303521.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712389303521.jpg,HEALTHY,train,1
HEALTHY_1712999378585.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712999378585.jpg,HEALTHY,train,1
HEALTHY_1716892886996.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1716892886996.jpg,HEALTHY,train,1
HEALTHY_1717054243553.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717054243553.jpg,HEALTHY,train,1
HEALTHY_1724240851750.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1724240851750.jpg,HEALTHY,train,1
HEALTHY_1712577439162.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712577439162.jpg,HEALTHY,val,1
HEALTHY_1722854772825.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722854772825.jpg,HEALTHY,train,1
HEALTHY_1722844541131.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722844541131.jpg,HEALTHY,val,1
HEALTHY_Image_1014.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_1014.jpg,HEALTHY,train,1
HEALTHY_1719322820900.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719322820900.jpg,HEALTHY,val,1
HEALTHY_1711960967603.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711960967603.jpg,HEALTHY,train,1
HEALTHY_1713009168160.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1713009168160.jpg,HEALTHY,train,1
HEALTHY_1719656828660.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719656828660.jpg,HEALTHY,train,1
HEALTHY_1721907035580.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721907035580.jpg,HEALTHY,val,1
HEALTHY_1713002122983.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1713002122983.jpg,HEALTHY,train,1
HEALTHY_1721120931172.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721120931172.jpg,HEALTHY,train,1
HEALTHY_1725342790501.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1725342790501.jpg,HEALTHY,train,1
HEALTHY_1716990000540.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1716990000540.jpg,HEALTHY,train,1
HEALTHY_HEALTHY_12456 (1522).JPEG,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (1522).JPEG,HEALTHY,train,1
HEALTHY_1711620043731.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711620043731.jpg,HEALTHY,train,1
HEALTHY_1719576917229.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719576917229.jpg,HEALTHY,train,1
HEALTHY_Image_958.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_958.jpg,HEALTHY,train,1
HEALTHY_1717506644778.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717506644778.jpg,HEALTHY,train,1
HEALTHY_1712928965988.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712928965988.jpg,HEALTHY,train,1
HEALTHY_1721137238286.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721137238286.jpg,HEALTHY,train,1
HEALTHY_1718008057706.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718008057706.jpg,HEALTHY,train,1
HEALTHY_1716892842796.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1716892842796.jpg,HEALTHY,val,1
HEALTHY_1722518617884.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722518617884.jpg,HEALTHY,val,1
HEALTHY_1717062799157.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717062799157.jpg,HEALTHY,train,1
HEALTHY_1711617600384.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711617600384.jpg,HEALTHY,val,1
HEALTHY_1721476279875.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721476279875.jpg,HEALTHY,val,1
HEALTHY_Image_426.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_426.jpg,HEALTHY,train,1
HEALTHY_1711979440897.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711979440897.jpg,HEALTHY,train,1
HEALTHY_1713002507267.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1713002507267.jpg,HEALTHY,train,1
HEALTHY_1722414299265.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722414299265.jpg,HEALTHY,train,1
HEALTHY_1721291595329.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721291595329.jpg,HEALTHY,train,1
HEALTHY_1718872252752.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718872252752.jpg,HEALTHY,train,1
HEALTHY_1712412755910.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712412755910.jpg,HEALTHY,train,1
HEALTHY_1718974536411.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718974536411.jpg,HEALTHY,train,1
HEALTHY_1712743656971.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712743656971.jpg,HEALTHY,train,1
HEALTHY_1712826920974.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712826920974.jpg,HEALTHY,train,1
HEALTHY_Image_3889.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3889.jpg,HEALTHY,train,1
HEALTHY_1712655049498.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712655049498.jpg,HEALTHY,val,1
HEALTHY_1714742959166.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1714742959166.jpg,HEALTHY,train,1
HEALTHY_1715155766292.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1715155766292.jpg,HEALTHY,train,1
HEALTHY_Image_2402.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2402.jpg,HEALTHY,val,1
HEALTHY_1717139837250.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717139837250.jpg,HEALTHY,val,1
HEALTHY_1719584579690.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719584579690.jpg,HEALTHY,train,1
HEALTHY_1724246800911.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1724246800911.jpg,HEALTHY,train,1
HEALTHY_1718113915861.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718113915861.jpg,HEALTHY,train,1
HEALTHY_1718015412183.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718015412183.jpg,HEALTHY,train,1
HEALTHY_1721302263185.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721302263185.jpg,HEALTHY,train,1
HEALTHY_1723029806182.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1723029806182.jpg,HEALTHY,train,1
HEALTHY_1722516658174.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722516658174.jpg,HEALTHY,val,1
HEALTHY_1725357262407.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1725357262407.jpg,HEALTHY,train,1
HEALTHY_HEALTHY_12456 (1215).JPEG,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (1215).JPEG,HEALTHY,train,1
HEALTHY_1713441405250.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1713441405250.jpg,HEALTHY,train,1
HEALTHY_1719233388669.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719233388669.jpg,HEALTHY,train,1
HEALTHY_1718371294415.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718371294415.jpg,HEALTHY,train,1
HEALTHY_1712578388349.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712578388349.jpg,HEALTHY,val,1
HEALTHY_1721900042352.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721900042352.jpg,HEALTHY,train,1
HEALTHY_1712046392382.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712046392382.jpg,HEALTHY,train,1
HEALTHY_1718617669633.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718617669633.jpg,HEALTHY,train,1
HEALTHY_1718285170201.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718285170201.jpg,HEALTHY,train,1
HEALTHY_1711626158056.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711626158056.jpg,HEALTHY,val,1
HEALTHY_1712660134713.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712660134713.jpg,HEALTHY,train,1
HEALTHY_1712557306625.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712557306625.jpg,HEALTHY,val,1
HEALTHY_1718613718972.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718613718972.jpg,HEALTHY,val,1
HEALTHY_1712650376537.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712650376537.jpg,HEALTHY,train,1
HEALTHY_1712067025676.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712067025676.jpg,HEALTHY,val,1
HEALTHY_1721732823922.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721732823922.jpg,HEALTHY,train,1
HEALTHY_1712659940923.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712659940923.jpg,HEALTHY,val,1
HEALTHY_1718793488288.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718793488288.jpg,HEALTHY,train,1
HEALTHY_1720100022092.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1720100022092.jpg,HEALTHY,train,1
HEALTHY_Image_3811.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_3811.jpg,HEALTHY,val,1
HEALTHY_1718188178702.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1718188178702.jpg,HEALTHY,val,1
HEALTHY_1715688393557.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1715688393557.jpg,HEALTHY,train,1
HEALTHY_Image_2018.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2018.jpg,HEALTHY,train,1
HEALTHY_1719047153179.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719047153179.jpg,HEALTHY,train,1
HEALTHY_Image_2061.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/Image_2061.jpg,HEALTHY,train,1
HEALTHY_1723539268365.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1723539268365.jpg,HEALTHY,train,1
HEALTHY_1717757256391.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717757256391.jpg,HEALTHY,train,1
HEALTHY_1712839526778.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712839526778.jpg,HEALTHY,train,1
HEALTHY_1712913023185.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712913023185.jpg,HEALTHY,val,1
HEALTHY_1725268090997.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1725268090997.jpg,HEALTHY,train,1
HEALTHY_1722262182026.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1722262182026.jpg,HEALTHY,train,1
HEALTHY_1724667330715.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1724667330715.jpg,HEALTHY,train,1
HEALTHY_1723802232267.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1723802232267.jpg,HEALTHY,train,1
HEALTHY_HEALTHY_12456 (945).JPEG,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (945).JPEG,HEALTHY,train,1
HEALTHY_1712403218632.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712403218632.jpg,HEALTHY,train,1
HEALTHY_1712916315402.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712916315402.jpg,HEALTHY,val,1
HEALTHY_1712569825897.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712569825897.jpg,HEALTHY,train,1
HEALTHY_1723109234341.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1723109234341.jpg,HEALTHY,train,1
HEALTHY_1721903946087.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1721903946087.jpg,HEALTHY,train,1
HEALTHY_1712998796883.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712998796883.jpg,HEALTHY,train,1
HEALTHY_1719297883591.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719297883591.jpg,HEALTHY,train,1
HEALTHY_1717761619689.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717761619689.jpg,HEALTHY,train,1
HEALTHY_1717756670762.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717756670762.jpg,HEALTHY,train,1
HEALTHY_HEALTHY_1074.JPEG,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/HEALTHY_1074.JPEG,HEALTHY,train,1
HEALTHY_1716198990585.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1716198990585.jpg,HEALTHY,train,1
HEALTHY_1724239234880.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1724239234880.jpg,HEALTHY,train,1
HEALTHY_1717665004053.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1717665004053.jpg,HEALTHY,train,1
HEALTHY_1720100187605.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1720100187605.jpg,HEALTHY,train,1
HEALTHY_HEALTHY_12456 (320).JPEG,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (320).JPEG,HEALTHY,train,1
HEALTHY_1719307096834.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1719307096834.jpg,HEALTHY,train,1
HEALTHY_1712738144832.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1712738144832.jpg,HEALTHY,train,1
HEALTHY_1725441647431.jpg,/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1725441647431.jpg,HEALTHY,val,1
