source_path,filename,category,split
/home/luno/yellowmaize/maize_dataset/HEALTHY/1725018052520.jpg,1725018052520.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718269572410.jpg,1718269572410.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712995322591.jpg,1712995322591.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721125585376.jpg,1721125585376.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712566910228.jpg,1712566910228.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718370414623.jpg,1718370414623.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717068375139.jpg,1717068375139.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718786748313.jpg,1718786748313.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712833085366.jpg,1712833085366.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (1331).JPEG,HEALTHY_12456 (1331).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1720095395870.jpg,1720095395870.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718619553439.jpg,1718619553439.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722677306782.jpg,1722677306782.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_2686.jpg,Image_2686.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717142237450.jpg,1717142237450.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (441).JPEG,HEALTHY_12456 (441).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717750353087.jpg,1717750353087.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717578765764.jpg,1717578765764.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721377024263.jpg,1721377024263.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722418990736.jpg,1722418990736.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723538498631.jpg,1723538498631.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721896456168.jpg,1721896456168.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722510453198.jpg,1722510453198.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718025757261.jpg,1718025757261.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722510496296.jpg,1722510496296.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712576277156.jpg,1712576277156.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717496969001.jpg,1717496969001.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719401080667.jpg,1719401080667.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721214542254.jpg,1721214542254.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716545063056.jpg,1716545063056.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712578847565.jpg,1712578847565.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_2513.jpg,Image_2513.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_1089.JPEG,HEALTHY_1089.JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718717651819.jpg,1718717651819.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718015586878.jpg,1718015586878.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718112722258.jpg,1718112722258.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718614100393.jpg,1718614100393.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722609034279.jpg,1722609034279.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722846810636.jpg,1722846810636.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717229583509.jpg,1717229583509.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722865598075.jpg,1722865598075.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1715773034702.jpg,1715773034702.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717422727082.jpg,1717422727082.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721818748199.jpg,1721818748199.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718270202099.jpg,1718270202099.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712132166681.jpg,1712132166681.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722240962250.jpg,1722240962250.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717494338205.jpg,1717494338205.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (2276).JPEG,HEALTHY_12456 (2276).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721308218898.jpg,1721308218898.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721732901355.jpg,1721732901355.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712997665606.jpg,1712997665606.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1716204022176.jpg,1716204022176.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1721469023475.jpg,1721469023475.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718282610439.jpg,1718282610439.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718114915029.jpg,1718114915029.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_1328.jpg,Image_1328.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1717161437607.jpg,1717161437607.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/Image_2784.jpg,Image_2784.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712745364007.jpg,1712745364007.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1718776534583.jpg,1718776534583.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712568417244.jpg,1712568417244.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722931625733.jpg,1722931625733.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1712919109705.jpg,1712919109705.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1719932426810.jpg,1719932426810.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722418534639.jpg,1722418534639.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722860818780.jpg,1722860818780.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (2102).JPEG,HEALTHY_12456 (2102).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/HEALTHY_12456 (2169).JPEG,HEALTHY_12456 (2169).JPEG,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1723886956409.jpg,1723886956409.jpg,HEALTHY,train
/home/luno/yellowmaize/maize_dataset/HEALTHY/1722842524900.jpg,1722842524900.jpg,HEALTHY,train
